序号,画面标识,结果,位置,置信度
801,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,43,529",0.56
802,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"131,373,223,529",0.28
803,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,43,529",0.56
804,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"131,373,223,529",0.28
805,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,530",0.66
806,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,530",0.66
807,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,530",0.66
808,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.61
809,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.61
810,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.65
811,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.65
812,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.65
813,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,42,529",0.65
814,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,42,529",0.65
815,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.65
816,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.65
817,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.65
818,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.65
819,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.65
820,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.64
821,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.65
822,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.65
823,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,529",0.65
824,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,43,529",0.65
825,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,43,529",0.65
826,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,42,529",0.72
827,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,42,529",0.72
828,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,530",0.70
829,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,530",0.70
830,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,42,529",0.67
831,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,42,529",0.67
832,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,42,529",0.67
833,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,530",0.67
834,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,530",0.67
835,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,529",0.66
836,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,529",0.66
837,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,530",0.63
838,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,530",0.63
839,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,529",0.67
840,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,529",0.67
841,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,530",0.61
842,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,530",0.61
843,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,43,530",0.59
844,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"499,164,534,244",0.46
845,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,43,530",0.59
846,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"499,164,534,244",0.46
847,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,43,530",0.59
848,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"499,164,534,244",0.47
849,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"499,164,535,243",0.67
850,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,43,530",0.60
851,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"499,164,535,243",0.67
852,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,43,530",0.60
853,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"499,164,535,242",0.61
854,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,383,43,531",0.58
855,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"449,131,497,233",0.44
856,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"499,164,535,242",0.61
857,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,383,43,531",0.58
858,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"449,131,497,233",0.44
859,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"499,164,535,242",0.61
860,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,383,43,531",0.58
861,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"449,131,497,233",0.44
862,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,530",0.66
863,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"447,130,496,229",0.63
864,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"499,165,536,240",0.38
865,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"500,163,536,240",0.27
866,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,530",0.66
867,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"447,130,496,229",0.63
868,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"499,165,536,240",0.38
869,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"500,163,536,240",0.27
870,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,530",0.65
871,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"447,130,495,229",0.62
872,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"499,164,536,240",0.27
873,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"500,163,536,240",0.26
874,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,530",0.62
875,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"446,131,496,229",0.55
876,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"498,163,537,239",0.29
877,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,530",0.62
878,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"446,131,496,229",0.55
879,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"498,163,537,239",0.29
880,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,530",0.62
881,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"446,131,496,229",0.55
882,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"498,163,537,239",0.29
883,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,530",0.58
884,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,362,472,528",0.36
885,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,530",0.58
886,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,362,472,528",0.36
887,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,43,530",0.64
888,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"499,165,539,239",0.54
889,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,363,472,528",0.27
890,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,43,530",0.64
891,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"499,165,539,239",0.54
892,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,363,472,528",0.28
893,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,43,530",0.64
894,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"499,165,539,239",0.54
895,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,363,472,528",0.28
896,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,42,530",0.65
897,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"502,167,541,240",0.50
898,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"502,165,541,241",0.36
899,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,363,473,530",0.27
900,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,42,530",0.65
901,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"502,167,541,240",0.50
902,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"502,165,541,241",0.36
903,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,363,473,530",0.27
904,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,42,530",0.65
905,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"502,167,541,240",0.50
906,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"502,165,541,241",0.36
907,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,363,473,530",0.27
908,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"505,168,542,245",0.76
909,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,42,530",0.59
910,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,364,473,530",0.27
911,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"505,168,542,244",0.76
912,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,42,530",0.59
913,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,364,473,530",0.27
914,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"508,167,544,246",0.71
915,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,42,530",0.56
916,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,363,472,530",0.36
917,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"508,167,544,246",0.71
918,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,42,530",0.56
919,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,363,472,530",0.36
920,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"510,167,546,248",0.70
921,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,42,530",0.55
922,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,363,472,530",0.44
923,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"510,167,546,248",0.70
924,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,42,530",0.55
925,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,363,472,530",0.44
926,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"511,170,547,248",0.68
927,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,531",0.53
928,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"398,362,472,530",0.39
929,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"512,171,548,247",0.70
930,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,43,531",0.56
931,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,362,472,529",0.31
932,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"512,171,548,247",0.70
933,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,43,531",0.56
934,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,362,472,529",0.31
935,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,170,550,248",0.68
936,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,531",0.53
937,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,364,472,529",0.34
938,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,170,550,248",0.68
939,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,531",0.53
940,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,364,472,529",0.33
941,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,170,551,249",0.69
942,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,531",0.56
943,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,50,431",0.31
944,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"398,365,472,529",0.31
945,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,170,551,249",0.69
946,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,391,43,531",0.56
947,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,50,431",0.31
948,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"398,364,472,529",0.31
949,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,170,552,249",0.70
950,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,43,530",0.57
951,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,170,552,249",0.70
952,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,43,530",0.57
953,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,171,552,247",0.70
954,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,43,531",0.53
955,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,332,50,435",0.41
956,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"396,369,471,531",0.37
957,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,171,552,247",0.70
958,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,43,531",0.53
959,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,332,50,435",0.41
960,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"396,369,471,531",0.37
961,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,173,552,246",0.68
962,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,44,531",0.39
963,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,48,435",0.32
964,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,173,552,246",0.68
965,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,44,531",0.39
966,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,48,435",0.33
967,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,172,552,246",0.68
968,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,44,531",0.40
969,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,332,48,435",0.36
970,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,172,552,246",0.68
971,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,384,44,531",0.39
972,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,48,435",0.36
973,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,172,552,245",0.48
974,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,383,43,531",0.41
975,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,335,49,429",0.32
976,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,172,552,245",0.48
977,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,383,43,531",0.41
978,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,335,49,429",0.32
979,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,172,552,245",0.53
980,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,43,531",0.44
981,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,45,434",0.40
982,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,172,552,245",0.53
983,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,43,531",0.44
984,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,45,434",0.40
985,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,172,552,245",0.53
986,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,43,531",0.44
987,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,45,434",0.40
988,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,173,552,245",0.53
989,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,43,531",0.38
990,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,334,47,431",0.35
991,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,173,553,244",0.57
992,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,44,437",0.53
993,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,366,42,532",0.28
994,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,173,553,244",0.57
995,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,44,437",0.53
996,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,366,42,532",0.28
997,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,173,553,244",0.57
998,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,44,437",0.53
999,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,366,42,532",0.28
1000,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,174,553,245",0.50
1001,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,44,435",0.50
1002,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,374,42,532",0.29
1003,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,174,553,245",0.50
1004,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,44,435",0.50
1005,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,374,42,532",0.29
1006,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,174,553,245",0.50
1007,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,44,435",0.50
1008,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,374,42,532",0.29
1009,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,337,48,439",0.48
1010,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,174,553,245",0.45
1011,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,375,41,532",0.33
1012,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"395,372,469,532",0.31
1013,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,337,48,439",0.49
1014,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,174,553,245",0.45
1015,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,375,41,532",0.33
1016,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"395,372,469,532",0.32
1017,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,47,441",0.73
1018,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,173,553,244",0.37
1019,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"394,370,469,531",0.35
1020,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,47,441",0.73
1021,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,173,553,244",0.38
1022,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"394,370,469,531",0.35
1023,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,46,441",0.74
1024,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,174,553,244",0.38
1025,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"394,370,469,530",0.34
1026,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,46,441",0.74
1027,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"514,174,553,244",0.38
1028,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"394,370,469,530",0.34
1029,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,49,442",0.75
1030,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"394,382,469,531",0.38
1031,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,175,552,243",0.31
1032,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,49,442",0.75
1033,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"394,382,469,531",0.38
1034,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,175,552,243",0.31
1035,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,50,442",0.72
1036,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"395,378,470,530",0.40
1037,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,331,50,442",0.72
1038,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"395,378,470,530",0.40
1039,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,330,52,441",0.48
1040,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"395,375,471,531",0.40
1041,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,330,52,441",0.47
1042,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"395,375,471,531",0.40
1043,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"394,372,471,531",0.36
1044,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,330,52,439",0.35
1045,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,360,43,535",0.29
1046,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"512,174,550,242",0.27
1047,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"394,372,471,531",0.36
1048,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,330,52,439",0.35
1049,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,360,43,535",0.29
1050,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"512,174,550,242",0.27
1051,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,330,50,438",0.46
1052,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,383,471,531",0.39
1053,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"512,174,551,244",0.33
1054,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,371,42,533",0.30
1055,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,330,50,438",0.46
1056,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"397,383,471,531",0.39
1057,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"512,174,551,244",0.33
1058,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,371,42,533",0.30
1059,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,172,552,245",0.56
1060,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,374,42,534",0.29
1061,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,330,50,437",0.28
1062,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"513,172,552,245",0.56
1063,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,374,42,534",0.29
1064,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,330,50,437",0.28
1065,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"512,172,552,245",0.52
1066,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,377,42,533",0.42
