序号,画面标识,结果,位置,置信度
266,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,401,32,495",0.27
267,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.73
268,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,224,531",0.56
269,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,401,33,496",0.30
270,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.73
271,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,224,531",0.56
272,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,401,33,496",0.30
273,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.73
274,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,224,531",0.56
275,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,401,33,496",0.30
276,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.70
277,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"135,382,222,527",0.51
278,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,401,33,495",0.31
279,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.70
280,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"135,382,222,527",0.51
281,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,401,33,495",0.31
282,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.69
283,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.52
284,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,401,33,495",0.32
285,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.69
286,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.52
287,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,401,33,495",0.32
288,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.69
289,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.52
290,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,401,33,495",0.32
291,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,44,526",0.69
292,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,532",0.53
293,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,44,526",0.69
294,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,532",0.53
295,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,396,45,526",0.72
296,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.54
297,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,396,45,526",0.72
298,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.54
299,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,396,46,526",0.75
300,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,532",0.56
301,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,396,46,526",0.75
302,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,532",0.56
303,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,396,47,526",0.76
304,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,380,225,532",0.50
305,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,396,47,526",0.76
306,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,380,225,532",0.50
307,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,396,47,526",0.76
308,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,532",0.55
309,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,396,46,526",0.76
310,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.54
311,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.26
312,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,396,46,526",0.76
313,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.54
314,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,396,46,526",0.76
315,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.54
316,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,396,46,526",0.75
317,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.56
318,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,396,45,526",0.75
319,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.55
320,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.29
321,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,396,45,526",0.75
322,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.55
323,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.29
324,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,396,48,524",0.76
325,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,532",0.51
326,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"126,479,219,639",0.30
327,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.72
328,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,380,225,532",0.55
329,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.33
330,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.72
331,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,380,225,532",0.55
332,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.33
333,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.72
334,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,380,225,532",0.55
335,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.34
336,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.73
337,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,532",0.54
338,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.32
339,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.73
340,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,532",0.54
341,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.32
342,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.73
343,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,532",0.52
344,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.31
345,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.73
346,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,532",0.52
347,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.30
348,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.73
349,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,532",0.52
350,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.31
351,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,46,526",0.73
352,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.55
353,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.31
354,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,402,36,498",0.27
355,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,46,526",0.73
356,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.55
357,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.31
358,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,402,36,498",0.27
359,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,45,526",0.72
360,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.57
361,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.32
362,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,402,35,498",0.31
363,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,45,526",0.72
364,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.56
365,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.33
366,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,402,35,497",0.30
367,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,45,526",0.73
368,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.56
369,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.33
370,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,402,36,498",0.28
371,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,45,526",0.73
372,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.56
373,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.33
374,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,402,36,498",0.28
375,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,45,526",0.73
376,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.51
377,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.30
378,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,396,44,526",0.74
379,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.56
380,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.33
381,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,396,44,526",0.74
382,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.56
383,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.33
384,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,396,44,526",0.74
385,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.56
386,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.34
387,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,44,526",0.73
388,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.52
389,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.34
390,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,44,526",0.73
391,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.52
392,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.34
393,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,45,525",0.71
394,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.51
395,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,480,219,639",0.39
396,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,45,525",0.71
397,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.51
398,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,480,219,639",0.39
399,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,45,526",0.69
400,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.48
401,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,480,219,639",0.39
402,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,45,526",0.69
403,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.48
404,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,480,219,639",0.39
405,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,44,526",0.70
406,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.47
407,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,480,219,639",0.36
408,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,44,526",0.70
409,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.47
410,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"127,479,219,639",0.36
411,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,41,527",0.59
412,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,531",0.51
413,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"126,481,219,639",0.40
414,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,41,527",0.59
415,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,531",0.51
416,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"126,481,219,639",0.40
417,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,41,527",0.59
418,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,531",0.51
419,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"126,481,219,639",0.40
420,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,41,527",0.58
421,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,531",0.52
422,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"126,481,218,639",0.40
423,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,41,527",0.58
424,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,531",0.52
425,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"126,481,218,639",0.40
426,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,41,527",0.58
427,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,531",0.51
428,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"126,481,218,639",0.40
429,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,41,527",0.58
430,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,531",0.51
431,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"126,481,218,639",0.40
432,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,41,527",0.59
433,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,531",0.52
434,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"126,481,218,639",0.38
435,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,41,527",0.59
436,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,531",0.52
437,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"126,481,218,639",0.39
438,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,41,527",0.60
439,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,224,530",0.57
440,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,41,527",0.58
441,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,224,531",0.56
442,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,41,527",0.58
443,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,224,531",0.56
444,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,41,527",0.58
445,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,224,531",0.56
446,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,395,42,527",0.62
447,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,531",0.51
448,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,42,527",0.63
449,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,530",0.53
450,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,42,527",0.63
451,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,530",0.53
452,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,394,42,527",0.63
453,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,530",0.53
454,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,43,527",0.63
455,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,224,531",0.48
456,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,43,527",0.63
457,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,224,531",0.48
458,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,393,43,527",0.63
459,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,224,531",0.48
460,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,392,43,527",0.63
461,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,225,531",0.46
462,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,43,526",0.64
463,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,531",0.44
464,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,43,526",0.64
465,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,531",0.44
466,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,390,43,526",0.64
467,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,531",0.44
468,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,527",0.61
469,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,380,225,532",0.37
470,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,527",0.61
471,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,380,225,532",0.37
472,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,527",0.61
473,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,380,225,532",0.37
474,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,43,527",0.63
475,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,531",0.41
476,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,43,527",0.60
477,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,224,532",0.40
478,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,43,527",0.60
479,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,224,532",0.40
480,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,389,43,527",0.61
481,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"136,381,224,532",0.40
482,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,527",0.59
483,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,380,225,532",0.36
484,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,527",0.59
485,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,380,225,532",0.36
486,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,42,527",0.56
487,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,380,225,532",0.39
488,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,404,33,493",0.26
489,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,42,527",0.56
490,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,380,225,532",0.39
491,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,404,33,493",0.26
492,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,43,527",0.60
493,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.39
494,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,404,34,494",0.28
495,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,43,527",0.60
496,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.39
497,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,404,34,494",0.28
498,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,42,527",0.61
499,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.36
500,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,404,34,494",0.27
501,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,42,527",0.61
502,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.36
503,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,404,34,494",0.27
504,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,42,527",0.62
505,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.37
506,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,404,34,494",0.26
507,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,42,527",0.60
508,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.35
509,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,42,527",0.60
510,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.35
511,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,385,42,527",0.60
512,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,225,532",0.35
513,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,527",0.63
514,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,224,532",0.38
515,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,527",0.63
516,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,224,532",0.38
517,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,527",0.65
518,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,380,224,532",0.37
519,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,43,527",0.65
520,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,380,224,532",0.37
521,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,44,527",0.67
522,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,224,532",0.37
523,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,44,527",0.67
524,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,224,532",0.36
525,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,388,44,527",0.67
526,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,224,532",0.36
527,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,387,43,527",0.66
528,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,224,532",0.43
529,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,44,527",0.66
530,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"137,381,224,532",0.46
531,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,抬头听课,"0,404,35,495",0.26
532,C:/Users/hui/Desktop/123/HDTestVideo2-30seconds.mp4,站立,"0,386,44,527",0.66
